PrecedingWeekToFollowingWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent
8/16/10 to 8/23/10,2010-08-20,107.559998,107.940002,106.75,107.529999,209714200,Friday,2010-08-23,108.040001,108.57,107.07,107.120003,163490300,Monday,1,0.4742881100556879,0,-0.3812852262743968
8/23/10 to 8/30/10,2010-08-27,105.889999,106.970001,104.309998,106.860001,272649000,Friday,2010-08-30,106.580002,106.910004,105.300003,105.309998,167238600,Monday,0,-0.2620241412874436,0,-1.450498769881168
8/30/10 to 9/6/10,2010-09-03,110.540001,110.989998,109.949997,110.889999,212197300,Friday,2010-09-07,110.370003,110.510002,109.550003,109.639999,141973700,Tuesday,0,-0.4689295740727765,0,-1.12724322416127
9/6/10 to 9/13/10,2010-09-10,111.120003,111.610001,110.870003,111.480003,127819000,Friday,2010-09-13,112.580002,112.949997,112.129997,112.720001,178503500,Monday,1,0.986723152492198,1,1.112305316317582
9/13/10 to 9/20/10,2010-09-17,113.040001,113.150002,112.18,112.489998,195836900,Friday,2010-09-20,112.879997,114.459999,112.519997,114.209999,214555200,Monday,1,0.3466966014169572,1,1.5290257183576412
9/20/10 to 9/27/10,2010-09-24,113.75,114.900002,113.650002,114.82,209671800,Friday,2010-09-27,114.860001,114.989998,114.160004,114.269997,128761800,Monday,1,0.03483800731580189,0,-0.47901323811181823
9/27/10 to 10/4/10,2010-10-01,114.989998,115.120003,113.93,114.610001,174638700,Friday,2010-10-04,114.370003,114.849998,113.18,113.75,166153200,Monday,0,-0.20940406413572926,0,-0.7503716887673676
10/4/10 to 10/11/10,2010-10-08,116.050003,116.860001,115.610001,116.540001,177760100,Friday,2010-10-11,116.720001,116.970001,116.25,116.650002,103098300,Monday,1,0.15445340523035744,1,0.09438905015969315
10/11/10 to 10/18/10,2010-10-15,118.279999,118.349998,116.760002,117.699997,243705000,Friday,2010-10-18,117.739998,118.669998,117.309998,118.279999,141204800,Monday,1,0.03398555736582026,1,0.49277996158318293
10/18/10 to 10/25/10,2010-10-22,118.309998,118.529999,118.0,118.349998,108212400,Friday,2010-10-25,119.139999,119.760002,118.610001,118.699997,151145700,Monday,1,0.6675124743136909,1,0.2957321553989353
10/25/10 to 11/1/10,2010-10-29,118.279999,118.720001,118.07,118.489998,144305500,Friday,2010-11-01,119.07,119.75,117.849998,118.529999,174074800,Monday,1,0.4894944803695526,1,0.033758967571257556
11/1/10 to 11/8/10,2010-11-05,122.339996,122.919998,122.18,122.720001,180654100,Friday,2010-11-08,122.339996,122.690002,121.940002,122.489998,156107100,Monday,0,-0.30965205093177683,0,-0.18742095675178197
11/8/10 to 11/15/10,2010-11-12,120.82,121.349998,119.650002,120.199997,239068800,Friday,2010-11-15,120.580002,121.050003,119.980003,120.029999,163940800,Monday,1,0.3161439346791307,0,-0.14142928805563326
11/15/10 to 11/22/10,2010-11-19,119.900002,120.339996,119.25,120.290001,156852900,Friday,2010-11-22,119.690002,120.239998,118.769997,120.190002,181361000,Monday,0,-0.49879374429467066,0,-0.08313159794553235
11/22/10 to 11/29/10,2010-11-26,119.160004,119.809998,118.800003,118.800003,76007800,Friday,2010-11-29,118.5,119.480003,117.739998,119.160004,223642300,Monday,0,-0.25252777140081706,1,0.3030311371288407
11/29/10 to 12/6/10,2010-12-03,122.139999,123.029999,122.110001,122.889999,151288900,Friday,2010-12-06,122.629997,123.040001,122.5,122.760002,103050500,Monday,0,-0.21157295314161415,0,-0.10578322162733765
12/6/10 to 12/13/10,2010-12-10,124.139999,124.599998,123.730003,124.480003,117571700,Friday,2010-12-13,125.050003,125.199997,124.519997,124.559998,133812700,Monday,1,0.4579048732831469,1,0.0642633339268129
12/13/10 to 12/20/10,2010-12-17,124.080002,124.459999,123.82,124.300003,141075300,Friday,2010-12-20,124.639999,124.900002,123.980003,124.599998,119085500,Monday,1,0.27352855333398446,1,0.24134754043408638
12/20/10 to 12/27/10,2010-12-23,125.639999,125.779999,125.290001,125.599998,70053700,Thursday,2010-12-27,125.129997,125.769997,125.040001,125.650002,58126000,Monday,0,-0.37420462379306435,1,0.03981210254477971
12/27/10 to 1/3/11,2010-12-31,125.529999,125.870003,125.330002,125.75,91218900,Friday,2011-01-03,126.709999,127.599998,125.699997,127.050003,138725200,Monday,1,0.7634186878727605,1,1.0337996023856888
1/3/11 to 1/10/11,2011-01-07,127.559998,127.769997,126.150002,127.139999,156034600,Friday,2011-01-10,126.580002,127.160004,126.199997,126.980003,122401700,Monday,0,-0.440456980025625,0,-0.12584237947021432
1/10/11 to 1/17/11,2011-01-14,128.190002,129.330002,128.100006,129.300003,117677900,Friday,2011-01-18,129.179993,129.639999,129.029999,129.520004,114401300,Tuesday,0,-0.09281515639253908,1,0.17014771453639976
1/17/11 to 1/24/11,2011-01-21,128.880005,129.169998,128.229996,128.369995,151462900,Friday,2011-01-24,128.289993,129.25,128.259995,129.100006,113715500,Monday,0,-0.06232141708814357,1,0.5686772831922436
1/24/11 to 1/31/11,2011-01-28,130.139999,130.350006,127.510002,127.720001,295637300,Friday,2011-01-31,128.070007,128.779999,127.75,128.679993,149249200,Monday,1,0.27404165147164977,1,0.7516379521481524
1/31/11 to 2/7/11,2011-02-04,130.830002,131.199997,130.229996,131.149994,134634800,Friday,2011-02-07,131.440002,132.399994,131.429993,131.970001,112439100,Monday,1,0.2211269639859841,1,0.6252436427865975
2/7/11 to 2/14/11,2011-02-11,131.800003,133.279999,131.770004,133.110001,137710300,Friday,2011-02-14,133.029999,133.539993,132.880005,133.429993,101690700,Monday,0,-0.06010217068513691,1,0.24039666260688028
2/14/11 to 2/21/11,2011-02-18,134.369995,134.690002,134.059998,134.529999,130002400,Friday,2011-02-22,133.119995,134.559998,131.470001,131.830002,233116400,Tuesday,0,-1.0480963431806871,0,-2.0069850740131177
2/21/11 to 2/28/11,2011-02-25,131.479996,132.410004,131.399994,132.330002,141686900,Friday,2011-02-28,132.820007,133.320007,132.380005,133.149994,141585500,Monday,1,0.37029017803536074,1,0.6196569089449457
2/28/11 to 3/7/11,2011-03-04,133.369995,133.630005,131.600006,132.470001,277202300,Friday,2011-03-07,132.860001,133.160004,130.740005,131.429993,216790400,Monday,1,0.2944062784448947,0,-0.7850894482895039
3/7/11 to 3/14/11,2011-03-11,129.520004,131.309998,129.490005,130.839996,225621800,Friday,2011-03-14,129.990005,130.479996,129.059998,130.050003,234974100,Monday,0,-0.6496415667881991,0,-0.603785558049092
3/14/11 to 3/21/11,2011-03-18,128.839996,128.880005,127.510002,127.760002,230435400,Friday,2011-03-21,129.350006,130.009995,129.199997,129.740005,153992600,Monday,1,1.244524088219729,1,1.549783162965195
3/21/11 to 3/28/11,2011-03-25,131.240005,131.869995,130.889999,131.300003,155642800,Friday,2011-03-28,131.580002,131.919998,130.940002,130.979996,109762400,Monday,1,0.21325132795313317,0,-0.2437220050939404
3/28/11 to 4/4/11,2011-04-01,133.410004,133.770004,132.830002,133.149994,153850100,Friday,2011-04-04,133.429993,133.669998,132.880005,133.259995,100768900,Monday,1,0.21028840602126025,1,0.08261434844676833
4/4/11 to 4/11/11,2011-04-08,133.910004,133.990005,132.309998,132.860001,147945400,Friday,2011-04-11,133.0,133.449997,132.139999,132.460007,121385400,Monday,1,0.10537332451170829,0,-0.30106427592155505
4/11/11 to 4/18/11,2011-04-15,131.800003,132.369995,131.410004,132.039993,170006700,Friday,2011-04-18,130.589996,132.029999,129.509995,130.559998,210759300,Monday,0,-1.098149861307548,0,-1.1208687355807436
4/18/11 to 4/25/11,2011-04-21,133.789993,133.839996,133.100006,133.779999,135935400,Thursday,2011-04-25,133.679993,133.860001,133.199997,133.639999,65757100,Monday,0,-0.07475407441138313,0,-0.10464942521042685
4/25/11 to 5/2/11,2011-04-29,136.160004,136.570007,135.979996,136.429993,115094100,Friday,2011-05-02,137.070007,137.179993,135.949997,136.220001,126278700,Monday,1,0.46911532129156375,0,-0.1539192338740351
5/2/11 to 5/9/11,2011-05-06,134.940002,135.630005,133.679993,134.199997,222787200,Friday,2011-05-09,134.190002,135.110001,133.979996,134.720001,114104500,Monday,0,-0.007447839212696501,1,0.3874843603759545
5/9/11 to 5/16/11,2011-05-13,135.149994,135.339996,133.559998,134.039993,157444900,Friday,2011-05-16,133.559998,134.610001,132.970001,133.190002,141675400,Monday,0,-0.35809834755810704,0,-0.6341323816691165
5/16/11 to 5/23/11,2011-05-20,134.330002,134.679993,133.360001,133.610001,182594900,Friday,2011-05-23,131.979996,132.720001,131.589996,132.059998,168700000,Monday,0,-1.219972298331179,0,-1.160095044082818
5/23/11 to 5/30/11,2011-05-27,133.369995,133.869995,132.960007,133.509995,120921900,Friday,2011-05-31,134.770004,134.919998,133.839996,134.899994,164731200,Tuesday,1,0.9437563082823848,1,1.041119805299962
5/30/11 to 6/6/11,2011-06-03,130.149994,131.419998,130.080002,130.419998,234690200,Friday,2011-06-06,130.089996,130.360001,128.869995,129.039993,179951200,Monday,0,-0.25303021397069725,0,-1.0581237702518465
6/6/11 to 6/13/11,2011-06-10,128.850006,128.929993,127.260002,127.599998,238629400,Friday,2011-06-13,127.889999,128.240005,127.050003,127.699997,207599800,Monday,1,0.22727351453407052,1,0.07836912348540699
6/13/11 to 6/20/11,2011-06-17,127.93,127.940002,126.620003,127.050003,233284900,Friday,2011-06-20,126.620003,127.970001,126.580002,127.699997,159479000,Monday,0,-0.3384494213668038,1,0.511604867888112
6/20/11 to 6/27/11,2011-06-24,128.270004,128.369995,126.620003,126.809998,226129300,Friday,2011-06-27,126.889999,128.429993,126.639999,127.940002,168904700,Monday,1,0.06308729694957489,1,0.8911000850264297
6/27/11 to 7/4/11,2011-07-01,132.089996,134.100006,131.779999,133.919998,202385700,Friday,2011-07-05,133.779999,134.080002,133.389999,133.809998,165936000,Tuesday,0,-0.10453927874161772,0,-0.08213859142977677
7/4/11 to 7/11/11,2011-07-08,133.830002,135.360001,133.389999,134.399994,194100500,Friday,2011-07-11,132.75,133.179993,131.660004,131.970001,195918600,Monday,0,-1.2276741619497338,0,-1.8080305866680295
7/11/11 to 7/18/11,2011-07-15,131.660004,131.869995,130.770004,131.690002,220012800,Friday,2011-07-18,131.080002,131.279999,129.630005,130.610001,196872100,Monday,0,-0.4632090445256317,0,-0.8201085758962792
7/18/11 to 7/25/11,2011-07-22,134.520004,134.720001,133.759995,134.580002,126019400,Friday,2011-07-25,133.300003,134.490005,133.160004,133.830002,136653800,Monday,0,-0.9511063909777647,0,-0.5572893363458264
7/25/11 to 8/1/11,2011-07-29,128.910004,130.550003,127.970001,129.330002,307038400,Friday,2011-08-01,130.839996,130.960007,127.529999,128.779999,325790900,Monday,1,1.1675512074916738,0,-0.42527100556296576
8/1/11 to 8/8/11,2011-08-05,121.760002,122.07,116.860001,120.080002,655619200,Friday,2011-08-08,116.910004,120.120003,112.019997,112.260002,702263900,Monday,0,-2.639905019322029,0,-6.512325008122496
8/8/11 to 8/15/11,2011-08-12,118.400002,119.209999,117.279999,118.120003,313731600,Friday,2011-08-15,119.190002,120.739998,119.0,120.620003,258810600,Monday,1,0.9058575794313262,1,2.116491649598079
8/15/11 to 8/22/11,2011-08-19,112.959999,115.879997,112.5,112.639999,428281300,Friday,2011-08-22,115.169998,115.230003,112.410004,112.730003,275090600,Monday,1,2.2460928821563675,1,0.07990412002755194
8/22/11 to 8/29/11,2011-08-26,115.690002,118.510002,113.849998,117.970001,314495900,Friday,2011-08-29,119.559998,121.43,118.059998,121.360001,190977200,Monday,1,1.3477977337645328,1,2.8736119108789366
8/29/11 to 9/5/11,2011-09-02,118.419998,120.870003,117.43,117.849998,255517200,Friday,2011-09-06,114.389999,117.160004,114.379997,116.989998,285130500,Tuesday,0,-2.9359347125317696,0,-0.729741208820385
9/5/11 to 9/12/11,2011-09-09,117.68,119.059998,115.279999,115.919998,380195100,Friday,2011-09-12,114.470001,116.760002,114.050003,116.669998,305793500,Monday,0,-1.25086009749587,1,0.6469979407694606
9/12/11 to 9/19/11,2011-09-16,121.290001,121.970001,120.32,121.519997,284528300,Friday,2011-09-19,119.529999,120.93,118.720001,120.309998,241517000,Monday,0,-1.6375889146870204,0,-0.9957200706645923
9/19/11 to 9/26/11,2011-09-23,112.110001,114.160004,112.019997,113.540001,307242500,Friday,2011-09-26,114.610001,116.400002,112.980003,116.239998,260673700,Monday,1,0.9423991461828445,1,2.3780138948563123
9/26/11 to 10/3/11,2011-09-30,114.449997,115.449997,113.07,113.150002,288392300,Friday,2011-10-03,112.489998,113.949997,109.809998,109.93,365136800,Monday,0,-0.5833000338789218,0,-2.8457816553993465
10/3/11 to 10/10/11,2011-10-07,117.169998,117.25,115.059998,115.709999,312657900,Friday,2011-10-10,117.68,119.629997,117.669998,119.580002,230666300,Monday,1,1.7025330714936837,1,3.3445709389384723
10/10/11 to 10/17/11,2011-10-14,121.910004,122.599998,121.230003,122.57,211397600,Friday,2011-10-17,121.989998,122.550003,119.93,120.230003,202311600,Monday,0,-0.4732006200538413,0,-1.909110712246061
10/17/11 to 10/24/11,2011-10-21,123.089996,124.120003,122.720001,123.970001,278999400,Friday,2011-10-24,124.169998,125.800003,124.059998,125.489998,203215600,Monday,1,0.1613269326342995,1,1.2261006596265203
10/24/11 to 10/31/11,2011-10-28,128.0,128.850006,127.800003,128.600006,225906500,Friday,2011-10-31,127.160004,128.619995,125.32,125.5,228146700,Monday,0,-1.1197526693739088,0,-2.4105799808438637
10/31/11 to 11/7/11,2011-11-04,125.230003,125.699997,124.010002,125.480003,249401600,Friday,2011-11-07,125.389999,126.389999,124.199997,126.260002,196617200,Monday,0,-0.07172776366605069,1,0.6216121942553696
11/7/11 to 11/14/11,2011-11-11,125.830002,126.989998,125.790001,126.660004,189924400,Friday,2011-11-14,126.190002,127.449997,124.919998,125.459999,159258300,Monday,0,-0.3710737290044565,0,-0.9474222028289249
11/14/11 to 11/21/11,2011-11-18,122.5,122.75,121.470001,121.980003,215580400,Friday,2011-11-21,120.199997,120.349998,118.650002,119.660004,229611600,Monday,0,-1.4592604986245166,0,-1.9019502729476043
11/21/11 to 11/28/11,2011-11-25,116.379997,117.699997,116.199997,116.339996,99557000,Friday,2011-11-28,119.540001,120.18,118.82,119.709999,210686000,Monday,1,2.7505630995552073,1,2.896684816801951
11/28/11 to 12/5/11,2011-12-02,126.120003,126.5,124.779999,124.860001,221109700,Friday,2011-12-05,126.839996,127.18,125.440002,126.220001,225263900,Monday,1,1.5857720520120788,1,1.0892199175939454
12/5/11 to 12/12/11,2011-12-09,124.510002,126.370003,124.400002,126.050003,209111400,Friday,2011-12-12,124.949997,124.970001,123.160004,124.209999,215826100,Monday,0,-0.8726743148114067,0,-1.4597413377292878
12/12/11 to 12/19/11,2011-12-16,122.230003,122.949997,121.300003,121.589996,220481400,Friday,2011-12-19,122.059998,122.32,120.029999,120.290001,183903000,Monday,1,0.386546603718939,0,-1.0691627952681202
12/19/11 to 12/26/11,2011-12-23,125.669998,126.43,125.410004,126.389999,92187200,Friday,2011-12-27,126.169998,126.82,126.059998,126.489998,86075700,Tuesday,0,-0.1740651964084566,1,0.07911939298298186
12/26/11 to 1/2/12,2011-12-30,126.019997,126.330002,125.5,125.5,95599000,Friday,2012-01-03,127.760002,128.380005,127.43,127.5,193697900,Tuesday,1,1.8007984063745022,1,1.593625498007968
1/2/12 to 1/9/12,2012-01-06,128.199997,128.220001,127.290001,127.709999,148050000,Friday,2012-01-09,128.0,128.179993,127.410004,128.020004,99530200,Monday,1,0.22707775606513295,1,0.2427413690606981
1/9/12 to 1/16/12,2012-01-13,128.639999,129.050003,127.720001,128.839996,179836200,Friday,2012-01-17,130.080002,130.320007,128.899994,129.339996,132209200,Tuesday,1,0.9624387135187382,1,0.38807824862087076
1/16/12 to 1/23/12,2012-01-20,131.240005,131.949997,130.919998,131.949997,138230200,Friday,2012-01-23,131.509995,132.25,130.979996,131.610001,129295800,Monday,0,-0.3334611671116542,0,-0.25767033552868146
1/23/12 to 1/30/12,2012-01-27,131.240005,132.050003,131.149994,131.820007,135259100,Friday,2012-01-30,130.509995,131.440002,130.059998,131.369995,147311800,Monday,0,-0.9937884466961077,0,-0.3413836869239547
1/30/12 to 2/6/12,2012-02-03,134.0,134.619995,133.770004,134.539993,160598500,Friday,2012-02-06,133.979996,134.509995,133.830002,134.449997,107694500,Monday,0,-0.41623088236670996,0,-0.06689163422211082
2/6/12 to 2/13/12,2012-02-10,134.160004,134.470001,133.839996,134.360001,167907500,Friday,2012-02-13,135.320007,135.520004,134.740005,135.360001,115841900,Monday,1,0.714502822904856,1,0.744269122177217
2/13/12 to 2/20/12,2012-02-17,136.520004,136.630005,135.960007,136.410004,129869400,Friday,2012-02-21,136.729996,137.050003,136.050003,136.470001,134042300,Tuesday,1,0.23458103556687337,1,0.04398284454269927
2/20/12 to 2/27/12,2012-02-24,136.929993,137.199997,136.630005,136.929993,105539100,Friday,2012-02-27,136.020004,137.529999,135.800003,137.160004,145728900,Monday,0,-0.664565140231911,1,0.16797707716233537
2/27/12 to 3/5/12,2012-03-02,137.639999,137.820007,137.0,137.309998,120638300,Friday,2012-03-05,137.100006,137.199997,136.279999,136.75,140765000,Monday,0,-0.15293278206878988,0,-0.4078348322457971
3/5/12 to 3/12/12,2012-03-09,137.300003,137.929993,137.130005,137.570007,122836800,Friday,2012-03-12,137.550003,137.759995,137.089996,137.580002,104003500,Monday,0,-0.014540960225436446,1,0.007265391794305519
3/12/12 to 3/19/12,2012-03-16,140.360001,140.479996,140.0,140.300003,152893500,Friday,2012-03-19,140.210007,141.279999,140.110001,140.850006,125291100,Monday,0,-0.06414540133688629,1,0.39201923609367545
3/19/12 to 3/26/12,2012-03-23,139.320007,139.809998,138.550003,139.649994,120521000,Friday,2012-03-26,140.649994,141.610001,140.600006,141.610001,120164000,Monday,1,0.7160759348117122,1,1.403513844762513
3/26/12 to 4/2/12,2012-03-30,140.919998,141.050003,140.050003,140.809998,135486800,Friday,2012-04-02,140.639999,142.210007,140.360001,141.839996,151741100,Monday,0,-0.12072935332334742,1,0.7314807290885738
4/2/12 to 4/9/12,2012-04-05,139.380005,140.199997,139.259995,139.789993,137439400,Thursday,2012-04-09,138.029999,139.839996,137.839996,138.220001,127555900,Monday,0,-1.2590271751426483,0,-1.1231075746602357
4/9/12 to 4/16/12,2012-04-13,138.470001,138.820007,137.009995,137.139999,169246700,Friday,2012-04-16,137.839996,138.039993,136.580002,137.050003,147825300,Monday,1,0.5104251167451332,0,-0.06562345096705527
4/16/12 to 4/23/12,2012-04-20,138.330002,138.830002,137.869995,137.949997,143199600,Friday,2012-04-23,136.539993,136.910004,135.940002,136.789993,171844900,Monday,0,-1.0221123817784399,0,-0.8408872962860495
4/23/12 to 4/30/12,2012-04-27,140.580002,140.789993,139.800003,140.389999,130725000,Friday,2012-04-30,140.110001,140.210007,139.490005,139.869995,115092200,Monday,0,-0.19944298168986935,0,-0.3703996037495521
4/30/12 to 5/7/12,2012-05-04,138.520004,139.300003,136.919998,137.0,193927300,Friday,2012-05-07,136.509995,137.559998,136.460007,137.100006,127765900,Monday,0,-0.35766788321167625,1,0.07299708029197634
5/7/12 to 5/14/12,2012-05-11,135.169998,136.869995,135.110001,135.610001,153032400,Friday,2012-05-14,134.309998,135.610001,133.910004,134.110001,163910000,Monday,0,-0.9586335745252327,0,-1.1061131103450104
5/14/12 to 5/21/12,2012-05-18,131.369995,131.600006,129.550003,129.740005,319615900,Friday,2012-05-21,130.160004,132.020004,129.949997,131.970001,177861100,Monday,1,0.3237235885723837,1,1.7188191105742596
5/21/12 to 5/28/12,2012-05-25,132.479996,132.850006,131.779999,132.100006,135465600,Friday,2012-05-29,133.160004,133.929993,131.169998,133.699997,152883500,Tuesday,1,0.8024208568165991,1,1.211196765577731
5/28/12 to 6/4/12,2012-06-01,129.410004,131.5,128.160004,128.160004,253240900,Friday,2012-06-04,128.389999,128.740005,127.139999,128.100006,202545800,Monday,1,0.1794592640618226,0,-0.04681491739027951
6/4/12 to 6/11/12,2012-06-08,131.710007,133.130005,131.289993,133.100006,143915400,Friday,2012-06-11,134.169998,134.25,131.279999,131.410004,169756100,Monday,1,0.8039007902073159,0,-1.2697234589155624
