PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,UnemploymentRateOutcome,wasItPresidentialElectionWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,MondayOpenToFridayCloseRatio,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay,NFPDayOrNot,NFPOutcome,CSIOutcome,CSIActualMinusExpected,CSIDayOrNot,wasItFOMCWeek,FOMCMeetingDate,FOMCAction,FOMCActualVSExpected,FOMCActionSpecial,FOMCPivotAction,PrecedingWeekFridayMonth,UnemploymentActualMinusPreviousInPercent,isItLastFridayOfTheMonth
2019-01-28 to 2019-02-04,1/31/19,248.949997,250.429993,248.339996,250.119995,5649600,Thursday,BASELINE,0,2/1/19,250.669998,251.850006,249.75,250.479996,3971400,Friday,0.702952421,2/4/19,250.429993,252.350006,249.679993,252.320007,2576100,Monday,1,0.1439313158470242,0,-0.075797663,0,-0.019962872,0.999800371,1,0.7345939912902283,0,1,Baseline,Baseline,0.4000000000000057,1,1,1/30/19,Pause,Match,,,Feb,0.1,0
2019-02-04 to 2019-02-11,2/7/19,252.399994,253.339996,250.169998,251.899994,3884800,Thursday,,0,2/8/19,250.509995,251.369995,249.130005,251.320007,2942300,Friday,0.757387768,2/11/19,252.119995,252.320007,250.350006,250.940002,2677600,Monday,0,-0.230244944,1,0.32334518229502196,1,0.31831449057694194,1.003183145,0,-0.151203641,0,0,Baseline,,,0,0,,,,,,Feb,0,0
2019-02-18 to 2019-02-25,2/21/19,258.940002,259.23999,257.5,258.529999,3197200,Thursday,,0,2/22/19,259.26001,260.410004,259.01001,260.170013,3938500,Friday,1.231859127,2/25/19,261.850006,262.359985,260.75,260.890015,3585000,Monday,1,0.634361198,1,0.35100014074672004,1,0.6457289141927454,1.006457289,1,0.27674288504571903,0,0,Baseline,,,0,0,,,,,,Feb,0,1
2019-02-25 to 2019-03-04,2/28/19,259.859985,260.369995,259.059998,259.279999,2772900,Thursday,,0,3/1/19,261.149994,261.540009,259.230011,260.420013,3676900,Friday,1.326012478,3/4/19,261.5,261.679993,256.200012,258.279999,4823900,Monday,1,0.43968451264920283,0,-0.279525566,1,0.41470967901380795,1.004147097,0,-0.821754817,0,0,Baseline,Baseline,-2,1,0,,,,,,Mar,0,0
2019-03-04 to 2019-03-11,3/7/19,256.399994,256.48999,253.610001,254.809998,4104600,Thursday,TIGHT,0,3/8/19,252.880005,254.899994,252.740005,254.710007,5495800,Friday,1.338936803,3/11/19,252.850006,256.829987,252.460007,256.76001,5469400,Monday,0,-0.039241396,1,0.7236641742394694,0,-0.730242609,0.992697574,1,0.8048380289982217,0,1,Baseline,,,0,0,,,,,,Mar,-0.2,0
2019-03-11 to 2019-03-18,3/14/19,257.329987,257.940002,256.619995,257.540009,3409600,Thursday,,0,3/15/19,257.579987,259.149994,256.329987,258.339996,4225100,Friday,1.239177616,3/18/19,257.940002,259.119995,257.709991,258.98999,2786200,Monday,1,0.31062629962088234,1,0.2950574727686309,0,-0.154832394,0.998451676,1,0.2516040915321499,1,0,Baseline,Baseline,2.5,1,0,,,,,,Mar,0,0
2019-03-18 to 2019-03-25,3/21/19,256.380005,259.970001,256.350006,259.579987,3800000,Thursday,,0,3/22/19,257.920013,258.640015,254.869995,254.960007,6226500,Friday,1.638552632,3/25/19,254.690002,255.889999,253.570007,255.070007,4982500,Monday,0,-1.77979052,0,-1.147644948,0,-0.105900923,0.998940991,1,0.043144021,0,0,Baseline,,,0,1,3/20/19,Pause,Match,,,Mar,0,0
2019-03-25 to 2019-04-01,3/28/19,256.920013,257.279999,255.589996,257.079987,2434400,Thursday,,0,3/29/19,258.579987,259.339996,257.570007,259.130005,4255900,Friday,1.748233651,4/1/19,261.230011,262.660004,260.579987,262.390015,6051700,Monday,1,0.7974241884491637,1,0.21270710327631268,1,0.810406344,1.008104063,1,1.2580596368992554,0,0,Baseline,Baseline,0.6000000000000085,1,0,,,,,,Mar,0,1
2019-04-01 to 2019-04-08,4/4/19,262.220001,263.940002,262.109985,263.779999,4397000,Thursday,BASELINE,0,4/5/19,264.559998,264.839996,263.609985,264.160004,3112700,Friday,0.707914487,4/8/19,262.829987,263.399994,262.369995,263.220001,3231700,Monday,1,0.1440613395407738,0,-0.151192169,0,-0.503489166,0.994965108,0,-0.355846073,0,1,Baseline,,,0,0,,,,,,Apr,0,0
2019-04-08 to 2019-04-15,4/11/19,261.920013,262.25,260.579987,261.399994,2731700,Thursday,,0,4/12/19,263.869995,264.390015,263.079987,264.070007,3395200,Friday,1.242889043,4/15/19,264.019989,264.190002,263.149994,263.809998,2190300,Monday,1,1.021428103016706,1,0.075799448,0,-0.018941189,0.999810588,0,-0.098462148,0,0,Baseline,Baseline,-1.2,1,0,,,,,,Apr,0,0
2019-04-22 to 2019-04-29,4/25/19,264.059998,265.25,262.980011,264.529999,2333800,Thursday,,0,4/26/19,264.420013,265.339996,263.859985,265.339996,1883100,Friday,0.806881481,4/29/19,265.320007,265.910004,265.079987,265.440002,1522500,Monday,1,0.3062023222553333,1,0.3479248751114773,0,-0.007533354,0.999924666,1,0.037689757,0,0,Baseline,Baseline,0.1000000000000085,1,0,,,,,,Apr,0,1
2019-04-29 to 2019-05-06,5/2/19,263.76001,264.450012,261.679993,262.880005,3660200,Thursday,TIGHT,0,5/3/19,264.320007,265.25,263.600006,264.970001,2161600,Friday,0.590568821,5/6/19,260.350006,264.700012,260.079987,264.269989,3282600,Monday,1,0.795038025,1,0.24591176709527302,0,-1.743591721,0.982564083,0,-0.264185378,0,1,Baseline,,,0,1,5/1/19,Pause,Match,,,May,-0.2,0
2019-05-06 to 2019-05-13,5/9/19,257.73999,259.089996,255.369995,258.440002,7175400,Thursday,,0,5/10/19,257.579987,260.540009,255.039993,259.920013,5456100,Friday,0.760389665,5/13/19,254.669998,255.699997,252.589996,253.470001,6326000,Monday,1,0.5726710217251857,1,0.9084657652381845,0,-2.019857932,0.979801421,0,-2.481537272,0,0,Baseline,,,0,0,,,,,,May,0,0
2019-05-13 to 2019-05-20,5/16/19,258,260.079987,257.850006,259.160004,3889400,Thursday,,0,5/17/19,256.359985,259.390015,256.209991,257.440002,3652900,Friday,0.939193706,5/20/19,256.209991,257.410004,255.490005,256.670013,2613300,Monday,0,-0.663683429,1,0.4212892273339765,0,-0.4777855,0.995222145,0,-0.299094544,0,0,Baseline,Baseline,4.6000000000000085,1,0,,,,,,May,0,0
2019-05-27 to 2019-06-03,5/30/19,251.770004,252.339996,250.820007,251.869995,3454700,Thursday,,0,5/31/19,249.389999,250.070007,248.220001,248.220001,4891100,Friday,1.415781399,6/3/19,248.339996,249.610001,247.039993,248.5,5479600,Monday,0,-1.449157928,0,-0.469143913,1,0.048342196,1.000483422,1,0.11280275516556929,0,0,Baseline,Baseline,-2,1,0,,,,,,May,0,1
2019-06-03 to 2019-06-10,6/6/19,256.119995,258.350006,255.529999,257.720001,2796200,Thursday,BASELINE,0,6/7/19,258.459991,261.119995,258.399994,260.25,3124900,Friday,1.117552393,6/10/19,261.880005,262.5,260.940002,260.98999,3495900,Monday,1,0.9816851583824008,1,0.6925671524920844,1,0.6263227665705986,1.006263228,1,0.284338136,0,1,Baseline,,,0,0,,,,,,Jun,0,0
2019-06-10 to 2019-06-17,6/13/19,261.339996,261.880005,260.369995,261.559998,1882700,Thursday,,0,6/14/19,261.23999,262.130005,260.429993,261.51001,2260900,Friday,1.200881712,6/17/19,261.640015,262.179993,260.970001,261.679993,1319500,Monday,0,-0.019111485,1,0.10336089815347375,1,0.049713202,1.000497132,1,0.065000571,0,0,Baseline,Baseline,-0.2,1,0,,,,,,Jun,0,0
2019-06-17 to 2019-06-24,6/20/19,268.049988,268.5,265.899994,268.079987,3471800,Thursday,,0,6/21/19,267.290009,268.959991,266.899994,267.100006,4446800,Friday,1.280834149,6/24/19,267.329987,267.910004,267.100006,267.170013,1654200,Monday,0,-0.365555449,0,-0.071084962,1,0.086102956,1.00086103,1,0.026210033,1,0,Baseline,,,0,1,6/19/19,Pause,Match,,,Jun,0,0
2019-06-24 to 2019-07-01,6/27/19,265.450012,265.910004,264.5,265.149994,1991500,Thursday,,0,6/28/19,265.940002,266.26001,265.070007,265.850006,2176200,Friday,1.092744163,7/1/19,268.450012,268.75,266,266.970001,3970200,Monday,1,0.26400604029431557,0,-0.033840716,1,0.9779973448637076,1.009779973,1,0.4212883109733754,0,0,Baseline,Baseline,0.2000000000000028,1,0,,,,,,Jun,0,1
2019-07-08 to 2019-07-15,7/11/19,269.660004,270.920013,269.230011,270.920013,2238500,Thursday,,0,7/12/19,271.660004,273.390015,271.600006,273.390015,2411200,Friday,1.077149877,7/15/19,273.549988,273.600006,272.959991,273.600006,2624500,Monday,1,0.9117089478362097,1,0.6368294833714242,1,0.058514573,1.000585146,1,0.076810047,0,0,Baseline,,,0,0,,,,,,Jul,0,0
2019-07-15 to 2019-07-22,7/18/19,271.660004,272.75,270.75,272.269989,2119000,Thursday,,0,7/19/19,273.179993,273.339996,271.359985,271.450012,2364300,Friday,1.115762152,7/22/19,271.769989,272.160004,270.799988,271.649994,1623500,Monday,0,-0.301163196,0,-0.633275146,1,0.11787695187134284,1.00117877,1,0.073671759,0,0,Baseline,Baseline,-0.2,1,0,,,,,,Jul,0,0
2019-07-22 to 2019-07-29,7/25/19,272.480011,272.579987,270.519989,271.390015,2348600,Thursday,,0,7/26/19,271.649994,272.049988,271.109985,271.859985,1731300,Friday,0.737162565,7/29/19,271.859985,272.679993,271.690002,272.130005,1346000,Monday,1,0.1731714411084687,1,0.077302045,0,0,1,1,0.099323187,0,0,Baseline,,,0,0,,,,,,Jul,0,1
2019-07-29 to 2019-08-05,8/1/19,268.820007,271.709991,265.399994,265.76001,7225300,Thursday,BASELINE,0,8/2/19,265.209991,265.670013,262.429993,264.809998,5691500,Friday,0.787718157,8/5/19,260.98999,261.149994,255.130005,257.100006,6608200,Monday,0,-0.357469884,0,-0.150821241,0,-1.442546743,0.985574533,0,-2.911518469,0,1,Baseline,Baseline,-0.1,1,1,7/31/19,Cut,Match,,DovishPivot,Aug,0,0
2019-08-05 to 2019-08-12,8/8/19,261.459991,264.130005,260.579987,264.130005,3637100,Thursday,,0,8/9/19,263.440002,264.440002,261.25,263.179993,3773000,Friday,1.037364934,8/12/19,261.420013,262.170013,258.559998,259.399994,3072700,Monday,0,-0.35967591,0,-0.098697615,0,-0.668736244,0.993312638,0,-1.436279011,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2019-08-12 to 2019-08-19,8/15/19,256.23999,256.950012,253.929993,256.359985,4034800,Thursday,,0,8/16/19,257.390015,259.25,256.869995,258.880005,2743200,Friday,0.679885,8/19/19,262.040009,262.25,260.820007,261.339996,1971800,Monday,1,0.9830005256085455,1,0.5788841497988869,1,1.2206442903923829,1.012206443,1,0.9502437239214371,0,0,Baseline,Shock,-5.1,1,0,,,,,,Aug,0,0
2019-08-19 to 2019-08-26,8/22/19,262.709991,263.820007,260.950012,262.559998,2329200,Thursday,,0,8/23/19,261.269989,263.190002,255.039993,256.290009,6293900,Friday,2.70217242,8/26/19,259,259.420013,257.179993,259.100006,3145200,Monday,0,-2.388021423,0,-1.906066601,1,1.0573923699070151,1.010573924,1,1.0964130092172302,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2019-09-02 to 2019-09-09,9/5/19,266.730011,268.709991,266.700012,267.679993,3614800,Thursday,BASELINE,0,9/6/19,268.070007,268.940002,267.410004,268.320007,2470100,Friday,0.683329645,9/9/19,268.850006,269.399994,268.029999,268.799988,2243400,Monday,1,0.23909668885860696,1,0.093259221,1,0.19752496503178466,1.00197525,1,0.1788837908013357,0,1,Baseline,,,0,0,,,,,,Sep,0,0
2019-09-09 to 2019-09-16,9/12/19,272.619995,273.440002,271.459991,272.320007,3272200,Thursday,,0,9/13/19,273.019989,273.279999,272.459991,272.600006,2182700,Friday,0.667043579,9/16/19,271.600006,272.209991,270.799988,271.170013,4077500,Monday,1,0.1028198416578449,0,-0.153828663,0,-0.36683785,0.996331622,0,-0.524575557,0,0,Baseline,Baseline,1.0999999999999943,1,0,,,,,,Sep,0,0
2019-09-16 to 2019-09-23,9/19/19,272.470001,273.200012,271.130005,271.420013,2965600,Thursday,,0,9/20/19,271.390015,271.76001,269.089996,269.25,4076900,Friday,1.37473024,9/23/19,268.25,269.970001,268.070007,269.359985,1898300,Monday,0,-0.799503683,0,-0.788538591,0,-0.371402043,0.99628598,1,0.040848653667593195,1,0,Baseline,,,0,1,9/18/19,Cut,Match,,,Sep,0,0
2019-09-23 to 2019-09-30,9/26/19,270.01001,270.01001,267.899994,268.880005,2401100,Thursday,,0,9/27/19,269.579987,269.970001,267,267.98999,3171000,Friday,1.320644705,9/30/19,268.51001,269.829987,268.51001,269.179993,2128800,Monday,0,-0.33100825,0,-0.589805281,1,0.19404456114202065,1.001940446,1,0.4440475556568539,0,0,Baseline,Baseline,1.2000000000000028,1,0,,,,,,Sep,0,1
2019-09-30 to 2019-10-07,10/3/19,260.309998,262.029999,257.380005,262.01001,5610300,Thursday,TIGHT,0,10/4/19,262.880005,265.850006,262.720001,265.660004,2937500,Friday,0.523590539,10/7/19,264.920013,266.5,264.190002,264.73999,2104200,Monday,1,1.3930742569720873,1,1.057516337159242,0,-0.27854814,0.997214519,0,-0.346312575,0,1,Baseline,,,0,0,,,,,,Oct,-0.2,0
2019-10-07 to 2019-10-14,10/10/19,263.230011,266.029999,263.109985,265.01001,2100800,Thursday,,0,10/11/19,267.769989,270.140015,267.619995,268.160004,4177000,Friday,1.988290175,10/14/19,267.600006,268.730011,267.440002,267.859985,1194600,Monday,1,1.1886320822371925,1,0.14565299175480242,0,-0.2088298,0.997911702,0,-0.111880592,0,0,Baseline,Baseline,4,1,0,,,,,,Oct,0,0
2019-10-14 to 2019-10-21,10/17/19,270.670013,271.149994,269.709991,270.380005,1883400,Thursday,,0,10/18/19,269.609985,275,267.619995,267.640015,2232400,Friday,1.185303175,10/21/19,268.059998,268.369995,267.399994,268.209991,1379600,Monday,0,-1.013384847,0,-0.730673977,1,0.1569208550522619,1.001569209,1,0.21296367062301835,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2019-10-21 to 2019-10-28,10/24/19,269.019989,269.119995,267.059998,267.980011,1843700,Thursday,,0,10/25/19,267.720001,270.119995,267.630005,269.600006,1825200,Friday,0.98996583,10/28/19,270.779999,271.579987,270.190002,270.809998,1809600,Monday,1,0.6045208349513864,1,0.7022280714842754,1,0.43768285376075533,1.004376829,1,0.44881007903241654,0,0,Baseline,Baseline,-0.5,1,0,,,,,,Oct,0,1
2019-10-28 to 2019-11-04,10/31/19,271.570007,271.660004,269.070007,270.480011,3021000,Thursday,BASELINE,0,11/1/19,271.859985,273.339996,271.690002,273.339996,2989400,Friday,0.989539887,11/4/19,274.730011,275.049988,273.959991,274.549988,1543200,Monday,1,1.0573738848302527,1,0.5444019280733758,1,0.5085296774497667,1.005085297,1,0.44266920966809403,0,1,Baseline,,,0,1,10/30/19,Cut,Match,,,Nov,0.1,0
2019-11-04 to 2019-11-11,11/7/19,276.559998,278.049988,276.559998,277.049988,3023800,Thursday,,0,11/8/19,277.160004,277.23999,276.049988,277.070007,1512000,Friday,0.500033071,11/11/19,275.790009,277.410004,275.390015,277.160004,1729000,Monday,1,0.007225772,0,-0.032471135,0,-0.461976384,0.995380236,1,0.032481683,0,0,Baseline,Baseline,-0.2,1,0,,,,,,Nov,0,0
2019-11-11 to 2019-11-18,11/14/19,277.880005,278.320007,277.089996,278.230011,1582600,Thursday,,0,11/15/19,278.869995,279.950012,278.5,279.940002,2363300,Friday,1.493302161,11/18/19,279.76001,280.359985,279.609985,280.269989,1790500,Monday,1,0.6145961730921983,1,0.3836938427169174,0,-0.064296635,0.999357034,1,0.11787775867773871,0,0,Baseline,,,0,0,,,,,,Nov,0,0
2019-11-18 to 2019-11-25,11/21/19,278.329987,278.420013,277.160004,277.720001,1382100,Thursday,,0,11/22/19,278.380005,279.029999,277.790009,278.859985,1419300,Friday,1.026915563,11/25/19,279.679993,280.809998,279.640015,280.799988,1811100,Monday,1,0.41047961828286533,1,0.17241899252067758,1,0.29405724883763074,1.002940572,1,0.6956907065744805,0,0,Baseline,Baseline,1.0999999999999943,1,0,,,,,,Nov,0,0
2019-12-02 to 2019-12-09,12/5/19,277.859985,277.859985,276.149994,277.359985,1453000,Thursday,BASELINE,0,12/6/19,279.450012,280.940002,279.390015,280.700012,2686400,Friday,1.848864418,12/9/19,280.440002,280.720001,279.700012,279.76001,1206100,Monday,1,1.2042209333116385,1,0.44730719138419645,0,-0.092629137,0.999073709,0,-0.334877791,0,1,Baseline,Baseline,2.200000000000003,1,0,,,,,,Dec,-0.1,0
2019-12-09 to 2019-12-16,12/12/19,279.519989,282.950012,279.23999,281.950012,3768600,Thursday,,0,12/13/19,281.929993,283.609985,281,282.109985,3065500,Friday,0.813432044,12/16/19,282.929993,284.109985,282.929993,283.070007,2117200,Monday,1,0.056738072,1,0.063842799,1,0.29066961242085415,1.002906696,1,0.34030061006170376,0,0,Baseline,,,0,1,12/11/19,Pause,Match,,,Dec,0,0
2019-12-16 to 2019-12-23,12/19/19,283.649994,284.540009,283.570007,284.459991,1815100,Thursday,,0,12/20/19,284.76001,285.059998,284.320007,284.459991,3637000,Friday,2.00374635,12/23/19,285.339996,285.660004,285.149994,285.329987,2564700,Monday,0,0,0,-0.105358544,1,0.30935984948406425,1.003093598,1,0.30584125273350465,1,0,Baseline,Baseline,0.1,1,0,,,,,,Dec,0,0
2019-12-23 to 2019-12-30,12/26/19,285.230011,286.100006,285.200012,286.059998,931600,Thursday,,0,12/27/19,286.829987,286.850006,285.899994,286.329987,1930200,Friday,2.071919279,12/30/19,286.339996,286.410004,284.119995,284.529999,2552900,Monday,1,0.094381949,0,-0.174319291,1,0.003495617,1.000034956,0,-0.628641107,0,0,Baseline,,,0,0,,,,,,Dec,0,1
2019-12-30 to 2020-01-06,1/2/20,286.440002,288.630005,286.149994,288.619995,3865500,Thursday,,0,1/3/20,285.339996,287.109985,285.179993,286.320007,3296700,Friday,0.852852154,1/6/20,284.290009,287.029999,284.160004,286.980011,1645100,Monday,0,-0.796891428,1,0.3434537792591791,0,-0.708996211,0.992910038,1,0.23051270741272892,0,0,Baseline,,,0,0,,,,,,Jan,0,0
2020-01-06 to 2020-01-13,1/9/20,288.950012,289.839996,288.429993,289.559998,1783100,Thursday,BASELINE,0,1/10/20,289.959991,290.040009,287.839996,288.23999,2989600,Friday,1.676630587,1/13/20,288.790009,289.079987,288.140015,289.019989,1463300,Monday,0,-0.455866836,0,-0.59318563,1,0.19081980956217084,1.001908198,1,0.2706074892661605,0,1,Baseline,,,0,0,,,,,,Jan,0,0
2020-01-20 to 2020-01-27,1/23/20,290.75,291.859985,289.600006,291.540009,1872600,Thursday,,0,1/24/20,292.540009,292.769989,288.339996,289.799988,3612500,Friday,1.929135961,1/27/20,284.850006,286.649994,283.859985,285.359985,4129100,Monday,0,-0.596837808,0,-0.936631201,0,-1.708068394,0.982919316,0,-1.532092196,0,0,Baseline,,,0,0,,,,,,Jan,0,0
2020-01-27 to 2020-02-03,1/30/20,285.670013,288.769989,284.850006,288.540009,3433200,Thursday,,0,1/31/20,286.959991,287.230011,281.609985,282.420013,4885700,Friday,1.423074683,2/3/20,283.690002,286.26001,283.5,283.980011,3157400,Monday,0,-2.121021629,0,-1.582094418,1,0.44968095090343674,1.00449681,1,0.5523680788160035,0,0,Baseline,Baseline,0.7000000000000028,1,1,1/29/20,Pause,Match,,,Jan,0,1
2020-02-03 to 2020-02-10,2/6/20,294.019989,294.140015,292.450012,293.73999,2857200,Thursday,BASELINE,0,2/7/20,292.76001,292.809998,290.660004,291.190002,3839300,Friday,1.343728125,2/10/20,290.200012,292.959991,290.160004,292.950012,2877700,Monday,0,-0.868110604,0,-0.536278162,0,-0.339980766,0.996600192,1,0.6044197904844352,0,1,Baseline,,,0,0,,,,,,Feb,0.1,0
2020-02-17 to 2020-02-24,2/20/20,293.559998,294.290009,290.170013,292.779999,3493900,Thursday,,0,2/21/20,290.799988,291.049988,288.75,289.73999,3271800,Friday,0.936432067,2/24/20,280.329987,282.779999,278.970001,279.559998,6595200,Monday,0,-1.038325367,0,-0.364511019,0,-3.2477405,0.967522595,0,-3.513492218,0,0,Baseline,,,0,0,,,,,,Feb,0,0
2020-02-24 to 2020-03-02,2/27/20,264.859985,267.730011,257.390015,257.5,11188900,Thursday,,0,2/28/20,250.520004,255.119995,247,254.559998,17541400,Friday,1.567750181,3/2/20,256.709991,267.25,254.059998,267.029999,8544500,Monday,0,-1.14174835,1,1.6126432761832492,1,0.8445918513874261,1.008445919,1,4.898649079970518,0,0,Baseline,Baseline,0.1,1,0,,,,,,Feb,0,1
2020-03-02 to 2020-03-09,3/5/20,264.269989,266.529999,259.559998,261.459991,5872900,Thursday,BASELINE,0,3/6/20,253.669998,260.100006,252.429993,258.850006,7372400,Friday,1.255325308,3/9/20,241.5,247.070007,237.169998,238.720001,10406900,Monday,0,-0.998234946,1,2.042026270682596,0,-6.702725748,0.932972743,0,-7.776706407,0,1,Baseline,,,0,0,,,,,,Mar,-0.1,0
2020-03-09 to 2020-03-16,3/12/20,220.5,229,211.830002,212.110001,17322600,Thursday,,0,3/13/20,225.649994,232.479996,213.289993,232.110001,13676000,Friday,0.789488876,3/16/20,206.5,218.309998,201.509995,202.490005,12407000,Monday,1,9.429069777808355,1,2.862843860744804,0,-11.03356206,0.889664379,0,-12.76118904,0,0,Baseline,Baseline,0.9000000000000057,1,0,,,,,,Mar,0,0
2020-03-16 to 2020-03-23,3/19/20,198.369995,204.979996,192.320007,201.309998,13532100,Thursday,,0,3/20/20,203.289993,205.289993,191,191.899994,12206000,Friday,0.902003385,3/23/20,190.130005,191.199997,182.100006,186.130005,15712300,Monday,0,-4.674384826,0,-5.602833092,0,-0.92234969,0.990776503,0,-3.006768724,1,0,Baseline,,,0,0,,,,,,Mar,0,0
2020-03-23 to 2020-03-30,3/26/20,214.429993,225.869995,214.009995,225.070007,16071900,Thursday,,0,3/27/20,217.610001,223.259995,214.570007,216.350006,10545600,Friday,0.65615142,3/30/20,217.360001,223.720001,215.100006,223.100006,7691800,Monday,0,-3.874350526,0,-0.579015208,1,0.466833821,1.004668338,1,3.119944447794469,0,0,Baseline,Baseline,-0.9,1,0,,,,,,Mar,0,1
2020-03-30 to 2020-04-06,4/2/20,208.309998,214.789993,207.179993,213.960007,8231900,Thursday,LOOSE,0,4/3/20,212.729996,214.550003,208.690002,210.600006,6664500,Friday,0.809594383,4/6/20,218.949997,227.910004,218.119995,226.529999,10322500,Monday,0,-1.570387404,0,-1.001264533,1,3.9648579117324374,1.039648579,1,7.5640990247645075,0,1,Shock,,,0,0,,,,,,Apr,0.9,0
2020-04-13 to 2020-04-20,4/16/20,235.699997,236.059998,232.179993,235.339996,6126400,Thursday,,0,4/17/20,241.600006,242.660004,238.25,242.429993,5924500,Friday,0.967044267,4/20/20,238.240005,241.110001,236.259995,236.639999,7357400,Monday,1,3.0126613072603186,1,0.3435376570313448,0,-1.728329052,0.982716709,0,-2.388315871,0,0,Baseline,,,0,0,,,,,,Apr,0,0
2020-04-20 to 2020-04-27,4/23/20,235.509995,238.919998,234.830002,235.070007,6364800,Thursday,,0,4/24/20,236.610001,238.330002,234.199997,237.830002,3568500,Friday,0.560661765,4/27/20,239.119995,242.190002,238.449997,241.320007,3632500,Monday,1,1.1741161857369593,1,0.5156168356552251,1,0.5424012904814176,1.005424013,1,1.467436812282412,0,0,Baseline,Baseline,3.799999999999997,1,0,,,,,,Apr,0,1
2020-04-27 to 2020-05-04,4/30/20,244.199997,245.169998,241.910004,243.220001,4928900,Thursday,,0,5/1/20,239.580002,240.330002,236.5,237.279999,4723500,Friday,0.958327416,5/4/20,235.210007,237.75,233.639999,237.419998,3845500,Monday,0,-2.442234181,0,-0.960014601,0,-0.872383685,0.991276163,1,0.059001601732132876,0,0,Baseline,,,0,1,4/29/20,Pause,Match,,,May,0,0
2020-05-04 to 2020-05-11,5/7/20,239.240005,241.179993,238.550003,238.910004,3411500,Thursday,LOOSE,0,5/8/20,242.270004,243.800003,241.339996,243.619995,3894800,Friday,1.141667888,5/11/20,241.679993,243.940002,241,242.559998,2743000,Monday,1,1.9714498853719002,1,0.5572258132294367,0,-0.796322978,0.99203677,0,-0.435102628,0,1,Baseline,,,0,0,,,,,,May,10.3,0
2020-05-11 to 2020-05-18,5/14/20,230.080002,236.759995,228.300003,236.75,6964500,Thursday,,0,5/15/20,234.160004,237.25,233.410004,236.910004,4811100,Friday,0.69080336,5/18/20,243.509995,247.199997,243.360001,245.929993,5207700,Monday,1,0.067583527,1,1.174410639316525,1,2.785864205211029,1.027858642,1,3.8073482958533105,0,0,Baseline,Upbeat,5.700000000000003,1,0,,,,,,May,0,0
2020-05-25 to 2020-06-01,5/28/20,257.869995,257.940002,253.889999,254.350006,4957600,Thursday,,0,5/29/20,253.270004,255.320007,250.679993,254.289993,5082300,Friday,1.0251533,6/1/20,253.779999,255.550003,252.699997,255.270004,2060800,Monday,0,-0.023594652,1,0.4027279124613626,0,-0.200556064,0.997994439,1,0.38539109952313005,0,0,Baseline,Baseline,-1.7,1,0,,,,,,May,0,1
2020-06-01 to 2020-06-08,6/4/20,262.369995,264.429993,261.390015,263.329987,3937100,Thursday,TIGHT,0,6/5/20,270.399994,273.950012,269.790009,271.540009,7866800,Friday,1.998120444,6/8/20,272.899994,276.380005,272.899994,276.279999,4667600,Monday,1,3.1177694927695345,1,0.42160318982847517,1,0.50084148,1.005008415,1,1.7455954345202873,0,1,Upbeat,,,0,0,,,,,,Jun,-1.4,0
2020-06-08 to 2020-06-15,6/11/20,262.140015,263.51001,251.380005,252.029999,14257800,Thursday,,0,6/12/20,259,260.320007,251.429993,256.73999,9817200,Friday,0.688549426,6/15/20,250.289993,259.600006,249.100006,258.350006,7421300,Monday,1,1.8688215762759155,0,-0.872590734,0,-2.512268151,0.974877318,1,0.6270998140959771,0,0,Baseline,Baseline,3.9000000000000057,1,1,6/10/20,Pause,Match,,,Jun,0,0
2020-06-15 to 2020-06-22,6/18/20,260.040009,262.26001,259.109985,261.450012,3268700,Thursday,,0,6/19/20,264.209991,264.459991,257.609985,258.799988,5852600,Friday,1.790497751,6/22/20,257.880005,260.579987,256.679993,260.320007,2823500,Monday,0,-1.013587255,0,-2.047614846,0,-0.35548031,0.996445197,1,0.5873334893663097,1,0,Baseline,,,0,0,,,,,,Jun,0,0
